

Sign up
Forgot your password?
Remember me

    About
    Corpus
    Dictionary
    Auxiliaries

Lemma reverse dictionary

ä

by

records

17 093 records were found.
No 	lemma 	part of speech
15338 	vargaz 	NOUN
15339 	jaugaz 	NOUN
15340 	londuzgaz 	NOUN (singularia tantum)
15341 	haz 	NOUN
15342 	kaks’haz 	ADV
15343 	keihaz 	NOUN
15344 	lihaz 	NOUN
15345 	käzilihaz 	NOUN
15346 	nišk||lihaz 	NOUN
15347 	prihaž 	NOUN
15348 	tabakaz 	ADJ
15349 	leibäkaz 	ADJ
15350 	gurbakaz 	ADJ
15351 	mecakaz 	ADJ
15352 	kibedakaz 	ADJ
15353 	hobedakaz 	ADJ
15354 	abidakaz 	ADJ
15355 	kidakaz 	ADJ
15356 	ridakaz 	ADJ
15357 	valdakaz 	ADJ
15358 	kuldakaz 	ADJ
15359 	händakaz 	ADJ
15360 	rindakaz 	ADJ
15361 	jodakaz 	ADJ
15362 	modakaz 	ADJ
15363 	rodakaz 	ADJ
15364 	bardakaz 	ADJ
15365 	mudakaz 	ADJ
15366 	igäkaz 	ADJ
15367 	vigakaz 	ADJ
15368 	ogakaz 	NOUN
15369 	čogakaz 	ADJ
15370 	logakaz 	ADJ
15371 	rugakaz 	ADJ
15372 	lihakaz 	ADJ
15373 	kukhakaz 	ADJ
15374 	tähthakaz 	ADJ
15375 	tahthakaz 	ADJ
15376 	vauvhakaz 	ADJ
15377 	jäkaz 	ADJ
15378 	hibjakaz 	ADJ
15379 	kondjakaz 	ADJ
15380 	lahjakaz 	ADJ
15381 	ülälahjakaz 	ADJ
15382 	harjakaz 	ADJ
15383 	azjakaz 	ADJ
15384 	čakakaz 	ADJ
15385 	niškakaz 	ADJ
15386 	kalakaz 	ADJ
15387 	palakaz 	ADJ
15388 	hahlakaz 	ADJ
15389 	nilakaz 	ADJ
15390 	muilakaz 	ADJ
15391 	bolakaz 	NOUN
15392 	solakaz 	ADJ
15393 	hulakaz 	ADJ
15394 	makaz 	ADJ
15395 	sil’mäkaz 	ADJ
15396 	znamakaz 	ADJ
15397 	vihmakaz 	ADJ
15398 	nimakaz 	ADJ
15399 	nälömakaz 	ADJ
15400 	ošumakaz 	ADJ
15401 	nenakaz 	ADJ
15402 	kehnakaz 	ADJ
15403 	heinäkaz 	ADJ
15404 	läipakaz 	ADJ
15405 	sarakaz 	ADJ
15406 	varakaz 	ADJ
15407 	sebrakaz 	ADJ
15408 	kobrakaz 	ADJ
15409 	terakaz 	ADJ
15410 	kidžerakaz 	ADJ
15411 	koirakaz 	ADJ
15412 	čaprakaz 	ADJ
15413 	gagurakaz 	ADJ
15414 	mäzrakaz 	ADJ
15415 	izrakaz 	ADJ
15416 	nepsakaz 	ADJ
15417 	živatakaz 	ADJ
15418 	muiktakaz 	ADJ
15419 	ustavakaz 	ADJ
15420 	kovakaz 	ADJ
15421 	novakaz 	ADJ
15422 	karvakaz 	ADJ
15423 	nervakaz 	ADJ
15424 	tervakaz 	ADJ
15425 	razvakaz 	ADJ
15426 	pažakaz 	ADJ
15427 	kräžakaz 	ADJ
15428 	ližakaz 	ADJ
15429 	nižakaz 	ADJ
15430 	rižakaz 	ADJ
15431 	kanzakaz 	ADJ
15432 	ozakaz 	ADJ
15433 	kärzakaz 	ADJ
15434 	kädekaz 	NOUN
15435 	vedekaz 	ADJ
15436 	ondekaz 	ADJ
15437 	kündekaz 	ADJ
15438 	udekaz 	ADJ
15439 	mägekaz 	ADJ
15440 	vägekaz 	ADJ
15441 	azegekaz 	ADJ
15442 	nogekaz 	ADJ
15443 	hergekaz 	ADJ
15444 	landhekaz 	ADJ
15445 	mehekaz 	ADJ
15446 	lainhekaz 	ADJ
15447 	mairhekaz 	ADJ
15448 	kopkekaz 	ADJ
15449 	paiškekaz 	ADJ
15450 	koskekaz 	ADJ
15451 	turškekaz 	ADJ
15452 	kastkekaz 	ADJ
15453 	rostkekaz 	ADJ
15454 	lüustkekaz 	ADJ
15455 	kündlekaz 	ADJ
15456 	kelekaz 	ADJ
15457 	melekaz 	ADJ
15458 	holekaz 	ADJ
15459 	sol’mekaz 	ADJ
15460 	lumekaz 	ADJ
15461 	ližmekaz 	ADJ
15462 	rozmekaz 	ADJ
15463 	änekaz 	NOUN
15464 	sonekaz 	ADJ
15465 	unekaz 	ADJ
15466 	sapekaz 	ADJ
15467 	korekaz 	ADJ
15468 	norekaz 	ADJ
15469 	jurekaz 	ADJ
15470 	lihasekaz 	ADJ
15471 	hibusekaz 	ADJ
15472 	katusekaz 	ADJ
15473 	satusekaz 	ADJ
15474 	pil’vekaz 	ADJ
15475 	savekaz 	ADJ
15476 	kivekaz 	ADJ
15477 	naižekaz 	ADJ
15478 	täikaz 	ADJ
15479 	händikaz 	NOUN
15480 	kodikaz 	ADJ
15481 	melodikaz 	NOUN
15482 	tulleikaz 	ADJ
15483 	hongikaz 	ADJ
15484 	suugikaz 	ADJ
15485 	ogahikaz 	ADJ
15486 	hambhikaz 	ADJ
15487 	mäthikaz 	ADJ
15488 	penzhikaz 	ADJ
15489 	tuskikaz 	ADJ
15490 	humalikaz 	ADJ
15491 	kazvalikaz 	ADJ
15492 	kal’l’oikaz 	ADJ
15493 	gadoikaz 	ADJ
15494 	madoikaz 	ADJ
15495 	abidoikaz 	ADJ
15496 	aldoikaz 	ADJ
15497 	mändoikaz 	ADJ
15498 	hardjoikaz 	ADJ
15499 	levedhardjoikaz 	ADJ
15500 	marjoikaz 	ADJ
15501 	rujoikaz 	NOUN
15502 	ropakoikaz 	ADJ
15503 	pahkoikaz 	ADJ
15504 	barbikoikaz 	ADJ
15505 	zatinkoikaz 	ADJ
15506 	kärpiškoikaz 	ADJ
15507 	notkoikaz 	ADJ
15508 	negloikaz 	ADJ
15509 	döloikaz 	ADJ
15510 	himoikaz 	ADJ
15511 	aganoikaz 	ADJ
15512 	jonoikaz 	ADJ
15513 	tesaroikaz 	ADJ
15514 	koveroikaz 	ADJ
15515 	tahtoikaz 	ADJ
15516 	ahavoikaz 	ADJ
15517 	pazoikaz 	ADJ
15518 	haikrikaz 	PRE
15519 	haikrikaz 	ADJ
15520 	oksikaz 	ADJ
15521 	osikaz 	ADJ
15522 	udatikaz 	ADJ
15523 	natikaz 	ADJ
15524 	nitikaz 	ADJ
15525 	paštikaz 	NOUN
15526 	ribuikaz 	ADJ
15527 	kuhruikaz 	ADJ
15528 	novikaz 	ADJ
15529 	sarvikaz 	ADJ
15530 	korvikaz 	ADJ
15531 	vozikaz 	ADJ
15532 	kukkaz 	NOUN
15533 	radokaz 	ADJ
15534 	sädokaz 	ADJ
15535 	maidokaz 	ADJ
15536 	vihandokaz 	ADJ
15537 	murdokaz 	ADJ
15538 	čudokaz 	ADJ
15539 	higokaz 	ADJ
15540 	alangokaz 	ADJ
15541 	lahokaz 	ADJ
15542 	uhokaz 	ADJ
15543 	jauhokaz 	ADJ
15544 	kujokaz 	ADJ
15545 	pačakokaz 	ADJ
15546 	pehkokaz 	ADJ
15547 	elokaz 	ADJ
15548 	ilokaz 	ADJ
15549 	kellokaz 	ADJ
15550 	samlokaz 	ADJ
15551 	dölokaz 	ADJ
15552 	heimokaz 	ADJ
15553 	sokaz 	ADJ
15554 	mahtokaz 	ADJ
15555 	tahtokaz 	ADJ
15556 	vahtokaz 	ADJ
15557 	taktokaz 	ADJ
15558 	päipaštokaz 	ADJ
15559 	arvokaz 	ADJ
15560 	muzei||arvokaz 	ADJ
15561 	kazvokaz 	ADJ
15562 	käbukaz 	ADJ
15563 	kibukaz 	ADJ
15564 	kubukaz 	ADJ
15565 	mulčukaz 	ADJ
15566 	ladukaz 	ADJ
15567 	redukaz 	ADJ
15568 	šoidukaz 	ADJ
15569 	kuidukaz 	ADJ
15570 	plodukaz 	ADJ
15571 	rodukaz 	ADJ
15572 	magukaz 	ADJ
15573 	šagukaz 	ADJ
15574 	reigukaz 	ADJ
15575 	nügukaz 	ADJ
15576 	duhukaz 	ADJ
15577 	hajukaz 	ADJ
15578 	mujukaz 	ADJ
15579 	kačkukaz 	ADJ
15580 	voikukaz 	ADJ
15581 	borkukaz 	ADJ
15582 	möukukaz 	ADJ
15583 	lukaz 	ADJ
15584 	pilukaz 	ADJ
15585 	pölükaz 	ADJ
15586 	lülükaz 	ADJ
15587 	lomukaz 	ADJ
15588 	löunukaz 	ADJ
15589 	varukaz 	ADJ
15590 	sukaz 	ADJ
15591 	kohtukaz 	ADJ
15592 	tartukaz 	ADJ
15593 	savukaz 	ADJ
15594 	läžukaz 	NOUN
15595 	čanžukaz 	ADJ
15596 	kožukaz 	ADJ
15597 	läz 	PREP
15598 	läz 	POSTP
15599 	läz 	ADV
15600 	alaz 	PREP
15601 	alaz 	ADV
15602 	eläbalaz 	ADV
15603 	hobedalaz 	ADJ
15604 	kerdalaz 	ADV
15605 	lühüdalaz 	ADV
15606 	aigalaz 	ADV
15607 	hahkalaz 	ADJ
15608 	reskalaz 	ADV
15609 	tobjimalaz 	ADV
15610 	kebnalaz 	ADV
15611 	vauktalaz 	ADV
15612 	muzalaz 	ADJ
15613 	rusked||muzalaz 	ADJ
15614 	kablaz 	NOUN
15615 	pöngelaz 	ADV
15616 	kelaz 	ADJ
15617 	kelaz 	NOUN
15618 	melaz 	NOUN
15619 	norelaz 	ADV
15620 	kaglaz 	NOUN
15621 	ailaz 	NOUN
15622 	kuvilaz 	ADV
15623 	volaz 	ADJ
15624 	lülülaz 	ADV
15625 	pahmaz 	NOUN
15626 	almaz 	NOUN
15627 	kaidelmaz 	NOUN
15628 	armaz 	ADJ
15629 	ičearmaz 	ADJ
15630 	tanaz 	NOUN
15631 	ezitanaz 	NOUN
15632 	avtotanaz 	NOUN
15633 	živattanaz 	NOUN
15634 	lambaz||tanaz 	NOUN
15635 	vadnaz 	NOUN
15636 	vodnaz 	NOUN
15637 	oinaz 	NOUN
15638 	kogonaz 	ADV
15639 	üksnäz 	ADV
15640 	säunaz 	NOUN
15641 	lipaz 	NOUN
15642 	roppaz 	NOUN
15643 	toppaz 	NOUN
15644 	pihläčtoppaz 	NOUN
15645 	marj||toppaz 	NOUN
15646 	vinmarjtoppaz 	NOUN
15647 	paraz 	ADV
15648 	eraz 	PRON (relative)
15649 	veraz 	ADJ
15650 	veraz 	NOUN
15651 	kräž 	NOUN
15652 	uraz 	NOUN
15653 	puraz 	NOUN
15654 	jäpuraz 	NOUN
15655 	taz 	NOUN
15656 	mätaz 	NOUN
15657 	samalmätaz 	NOUN
15658 	murahaiž||mätaz 	NOUN
15659 	ahtaz 	ADJ
15660 	ahtaz 	PRE
15661 	t’ähtaz 	NOUN
15662 	tahtaz 	NOUN (singularia tantum)
15663 	tähtaz 	NOUN
15664 	imel’tahtaz 	NOUN (singularia tantum)
15665 	zor’atähtaz 	NOUN
15666 	leibtahtaz 	NOUN (singularia tantum)
15667 	rind||tähtaz 	NOUN
15668 	kauhtähtaz 	NOUN (singularia tantum)
15669 	vezitähtaz 	NOUN
15670 	kinotähtaz 	NOUN
15671 	ehttähtaz 	NOUN
15672 	hambaztahtaz 	NOUN
15673 	homendeztähtaz 	NOUN
15674 	Pohjoižtähtaz 	PROPN
15675 	puhtaz 	ADJ
15676 	kaustaz 	NOUN
15677 	räustaz 	NOUN
15678 	ravaz 	ADJ
15679 	rahvaz 	NOUN
15680 	pohjoiž||rahvaz 	NOUN
15681 	mäivaz 	NOUN (singularia tantum)
15682 	näivaz 	NOUN
15683 	taivaz 	NOUN
15684 	kesktaivaz 	NOUN (singularia tantum)
15685 	roivaz 	NOUN
15686 	pölvazroivaz 	NOUN
15687 	holvaz 	ADJ
15688 	pölvaz 	NOUN (singularia tantum)
15689 	vauvaz 	ADJ
15690 	sinivauvaz 	ADJ
15691 	aižaz 	NOUN
15692 	penzaz 	NOUN
15693 	čigičpenzaz 	NOUN
15694 	raidpenzaz 	NOUN
15695 	kadagpenzaz 	NOUN
15696 	čaipenzaz 	NOUN
15697 	marj||penzaz 	NOUN
15698 	babarmpenzaz 	NOUN
15699 	rujoheinpenzaz 	NOUN
15700 	paju||penzaz 	NOUN
15701 	porzaz 	NOUN
15702 	imidž 	NOUN (singularia tantum)
15703 	il’bez 	NOUN
15704 	ezipakičez 	NOUN
15705 	valičez 	NOUN
15706 	pol’vaumičez 	NOUN
15707 	märičez 	NOUN
15708 	sudmäričez 	NOUN
15709 	aigmäričez 	NOUN (singularia tantum)
15710 	kül’bet’edez 	NOUN
15711 	pert||edez 	NOUN
15712 	logandez 	NOUN
15713 	nelländez 	NUM (fractional)
15714 	openduz||nelländez 	NOUN
15715 	koumandez 	NUM (fractional)
15716 	kerandez 	NOUN
15717 	kovandez 	NOUN
15718 	lühendez 	NOUN
15719 	homendez 	NOUN
15720 	kezahomendez 	NOUN
15721 	svadibhomendez 	NOUN
15722 	sumeghomendez 	NOUN
15723 	keväzhomendez 	NOUN
15724 	kümnendez 	NOUN
15725 	nägudez 	NOUN
15726 	telenägudez 	NOUN
15727 	ägez 	NOUN
15728 	kaskez 	NOUN
15729 	ülez 	ADV
15730 	ülez 	PREP
15731 	mež 	NOUN
15732 	manež 	NOUN (singularia tantum)
15733 	heenez 	NOUN
15734 	majonez 	NOUN (singularia tantum)
15735 	särez 	NOUN
15736 	merež 	NOUN
15737 	verez 	ADJ
15738 	krež 	NOUN
15739 	ämbätez 	NOUN
15740 	sädatez 	NOUN
15741 	kandatez 	NOUN
15742 	kündatez 	NOUN
15743 	vodatez 	NOUN
15744 	reduvodatez 	NOUN
15745 	muju||pirdatez 	NOUN
15746 	palatez 	NOUN
15747 	pärmätez 	NOUN
15748 	painatez 	NOUN
15749 	maid||painatez 	NOUN
15750 	babukpainatez 	NOUN (singularia tantum)
15751 	bolpainatez 	NOUN
15752 	čapatez 	NOUN
15753 	hapatez 	NOUN
15754 	ikuntäpätez 	NOUN
15755 	nitatez 	NOUN
15756 	nitätez 	NOUN
15757 	poltatez 	NOUN
15758 	paštatez 	NOUN
15759 	vestatez 	NOUN
15760 	loštatez 	NOUN (singularia tantum)
15761 	gipsvöstatez 	NOUN
15762 	muštatez 	NOUN
15763 	noustatez 	NOUN (singularia tantum)
15764 	šokotäutatez 	NOUN
15765 	kaivatez 	NOUN
15766 	kuivatez 	NOUN (singularia tantum)
15767 	kazvatez 	NOUN
15768 	tegetez 	NOUN
15769 	pusketez 	NOUN
15770 	itketez 	NOUN (singularia tantum)
15771 	paimetez 	NOUN (singularia tantum)
15772 	pezetez 	NOUN (singularia tantum)
15773 	vajehtez 	NOUN
15774 	rahavajehtez 	NOUN
15775 	konsonantvajehtez 	NOUN
15776 	lehtez 	NOUN
15777 	nedal’lehtez 	NOUN
15778 	son’lehtez 	NOUN
15779 	modalehtez 	NOUN
15780 	kuvalehtez 	NOUN
15781 	lugendlehtez 	NOUN
15782 	läžundlehtez 	NOUN
15783 	čailehtez 	NOUN
15784 	murašk||lehtez 	NOUN
15785 	bollehtez 	NOUN
15786 	babarmlehtez 	NOUN
15787 	dubanlehtez 	NOUN
15788 	lepän||lehtez 	NOUN
15789 	lavran||lehtez 	NOUN
15790 	kapustanlehtez 	NOUN
15791 	koivunlehtez 	NOUN
15792 	norišt||lehtez 	NOUN
15793 	kapustlehtez 	NOUN
15794 	kulehtez 	NOUN
15795 	homendezlehtez 	NOUN
15796 	sibitez 	NOUN
15797 	pert’||lämbitez 	NOUN
15798 	vičitez 	NOUN
15799 	kingitez 	NOUN
15800 	ongitez 	NOUN
15801 	linol’||pälitez 	NOUN
15802 	vilitez 	NOUN
15803 	orlitez 	NOUN (singularia tantum)
15804 	pehmitez 	NOUN (singularia tantum)
15805 	kimitez 	NOUN (singularia tantum)
15806 	nimitez 	NOUN
15807 	čomitez 	NOUN
15808 	kaglčomitez 	NOUN
15809 	brilliantčomitez 	NOUN
15810 	bronzčomitez 	NOUN
15811 	manitez 	NOUN
15812 	munitez 	NOUN
15813 	aidoitez 	NOUN
15814 	pöl’göitez 	NOUN
15815 	longoitez 	NOUN
15816 	lumilongoitez 	NOUN
15817 	haugoitez 	NOUN
15818 	pazmoitez 	NOUN
15819 	ozoitez 	NOUN
15820 	kuvaozoitez 	NOUN
15821 	koritez 	NOUN
15822 	levitez 	NOUN
15823 	hüvitez 	NOUN
15824 	künzitez 	NOUN
15825 	tozitez 	NOUN
15826 	mujutuz||ligotez 	NOUN
15827 	muigotez 	NOUN
15828 	taiginmuigotez 	NOUN
15829 	kolkotez 	NOUN
15830 	puhlotez 	NOUN
15831 	muštlotez 	NOUN
15832 	gipotez 	NOUN
15833 	upotez 	NOUN
15834 	hambazprotez 	NOUN
15835 	hoštotez 	NOUN
15836 	sauvotez 	NOUN
15837 	azotez 	NOUN
15838 	metro||azotez 	NOUN
15839 	čanžotez 	NOUN (singularia tantum)
15840 	pandžurtez 	NOUN
15841 	puhtastez 	NOUN (singularia tantum)
15842 	udištez 	NOUN
15843 	jonoštez 	NOUN
15844 	lapoštez 	NOUN
15845 	jädutez 	NOUN
15846 	haudutez 	NOUN (singularia tantum)
15847 	magutez 	NOUN
15848 	česnokmagutez 	NOUN (singularia tantum)
15849 	hrenmagutez 	NOUN (singularia tantum)
15850 	limon||magutez 	NOUN
15851 	bangutez 	NOUN
15852 	brängutez 	NOUN
15853 	tervhutez 	NOUN
15854 	bajutez 	NOUN (singularia tantum)
15855 	kirjutez 	NOUN
15856 	tema||kirjutez 	NOUN
15857 	sanakirjutez 	NOUN
15858 	olimpiad||kirjutez 	NOUN
15859 	sanelendkirjutez 	NOUN
15860 	aigkirjutez 	NOUN
15861 	käzikirjutez 	NOUN
15862 	ičeze käzikirjutez 	PHRASE
15863 	lehtkirjutez 	NOUN
15864 	mušt||kirjutez 	NOUN
15865 	mujutez 	NOUN
15866 	mačkutez 	NOUN
15867 	pičkutez 	NOUN
15868 	buhkutez 	NOUN
15869 	neft’||čorskutez 	NOUN
15870 	kulutez 	NOUN (singularia tantum)
15871 	mülütez 	NOUN
15872 	sanutez 	NOUN
15873 	kirjutandsanutez 	NOUN
15874 	elonsanutez 	NOUN
15875 	čoksutez 	NOUN
15876 	johtutez 	NOUN
15877 	keväzištutez 	NOUN
15878 	püštutez 	NOUN
15879 	tututez 	NOUN (singularia tantum)
15880 	seižutez 	NOUN
15881 	avtoseižutez 	NOUN
15882 	avtobusseižutez 	NOUN
15883 	ozutez 	NOUN
15884 	teleozutez 	NOUN
15885 	baletozutez 	NOUN
15886 	abuozutez 	NOUN
15887 	kangazozutez 	NOUN
15888 	pil’vez 	NOUN
15889 	ladvez 	NOUN (singularia tantum)
15890 	kivez 	NOUN
15891 	kirvez 	NOUN
15892 	haugkirvez 	NOUN
15893 	kivikirvez 	NOUN
15894 	t’äht’iž 	NOUN
15895 	raiž 	NOUN
15896 	raudteraiž 	NOUN
15897 	regiraiž 	NOUN
15898 	avtoraiž 	NOUN
15899 	tarbiž 	VERB (unchangeable)
15900 	turbiž 	NOUN
15901 	keradiž 	NOUN
15902 	kirodiž 	NOUN
15903 	nevodiž 	NOUN
15904 	ičeiž 	PRON (possesive, singularia tantum)
15905 	mi mel’heiž 	PHRASE (Noun group)
15906 	ragiž 	NOUN
15907 	paugiž 	NOUN
15908 	rugiž 	NOUN
15909 	rügiž 	NOUN
15910 	voz’rugiž 	NOUN (singularia tantum)
15911 	lago||rugiž 	NOUN (singularia tantum)
15912 	ičiiž 	PRON
15913 	rahkiž 	ADJ
15914 	rahkiž 	NOUN
15915 	takkiž 	NOUN
15916 	analiz 	NOUN
15917 	saliž 	ADJ
15918 	saliž 	NOUN
15919 	mectuzsaliž 	NOUN (singularia tantum)
15920 	kalliž 	ADJ
15921 	voz’kalliž 	ADJ
15922 	vaumiž 	PRE
15923 	vaumiž 	ADJ
15924 	painuz||vaumiž 	ADJ
15925 	lainiž 	NOUN
15926 	toroklainiž 	NOUN
15927 	rainiž 	ADJ
15928 	tariž 	VERB (unchangeable)
15929 	nagriž 	NOUN
15930 	mairiž 	NOUN
15931 	ajatiž 	NOUN
15932 	niža-ajatiž 	NOUN (singularia tantum)
15933 	hambazajatiž 	NOUN
15934 	palatiž 	NOUN
15935 	painatiž 	NOUN
15936 	muštatiž 	NOUN
15937 	lugetiž 	NOUN
15938 	ähte||lugetiž 	NOUN
15939 	kirjlugetiž 	NOUN
15940 	azjlugetiž 	NOUN
15941 	išketiž 	NOUN
15942 	viletiž 	NOUN
15943 	poimetiž 	NOUN
15944 	puretiž 	NOUN
15945 	ehtitiž 	NOUN
15946 	augotiž 	NOUN
15947 	punotiž 	NOUN
15948 	viž 	NUM
15949 	deviz 	NOUN
15950 	Nemž 	PROPN (singularia tantum)
15951 	kanz 	NOUN
15952 	kaks’kerdaine kanz 	PHRASE
15953 	kel’kanz 	NOUN
15954 	ristikanz 	NOUN
15955 	ühesanz’toštkümnenz 	NUM (ordinal)
15956 	penz 	NOUN
15957 	linz 	NOUN
15958 	surenduzlinz 	NOUN
15959 	konz 	ADV
15960 	nikonz 	ADV
15961 	bronz 	NOUN (singularia tantum)
15962 	oboz 	NOUN
15963 	pal’čoz 	NOUN
15964 	palčoz 	NOUN (singularia tantum)
15965 	tegoz 	NOUN
15966 	kolhoz 	NOUN
15967 	lespromhoz 	NOUN
15968 	sovhoz 	NOUN
15969 	kajoz 	ADJ
15970 	vanhakoz 	ADJ
15971 	narkoz 	NOUN
15972 	diagnoz 	NOUN
15973 	gipnoz 	NOUN
15974 	storož 	NOUN
15975 	painatoz 	NOUN
15976 	kandatezpainatoz 	NOUN
15977 	keitoz 	NOUN
15978 	nat’||keitoz 	NOUN
15979 	morkov’||keitoz 	NOUN
15980 	lihakeitoz 	NOUN
15981 	kalakeitoz 	NOUN
15982 	maid||keitoz 	NOUN
15983 	argkeitoz 	NOUN
15984 	madeh||keitoz 	NOUN (singularia tantum)
15985 	hernehkeitoz 	NOUN
15986 	marjkeitoz 	NOUN
15987 	mec||marj||keitoz 	NOUN
15988 	kartohkkeitoz 	NOUN
15989 	mustikkeitoz 	NOUN
15990 	manzik||keitoz 	NOUN
15991 	murašk||keitoz 	NOUN
15992 	babukkeitoz 	NOUN
15993 	bolkeitoz 	NOUN (singularia tantum)
15994 	garbolkeitoz 	NOUN (singularia tantum)
15995 	maimkeitoz 	NOUN
15996 	babarmkeitoz 	NOUN
15997 	ahvenkeitoz 	NOUN (singularia tantum)
15998 	kapustkeitoz 	NOUN
15999 	babukeitoz 	NOUN
16000 	manzikaižkeitoz 	NOUN
16001 	kazvmuzkeitoz 	NOUN
16002 	kertoz 	NOUN
16003 	ris||paštoz 	NOUN
16004 	ahavoz 	NOUN
16005 	sauvoz 	NOUN
16006 	kärz 	NOUN
16007 	käta kärz 	PHRASE
16008 	leta kärz 	PHRASE
16009 	varz 	NOUN
16010 	neceverz 	PRON
16011 	radbirž 	NOUN
16012 	virz 	NOUN
16013 	korz 	NOUN
16014 	sorz 	NOUN
16015 	kürz 	NOUN
16016 	rehtikürz 	NOUN
16017 	kauz 	NOUN
16018 	loštabuz 	NOUN (singularia tantum)
16019 	hibuz 	NOUN
16020 	ambuz 	NOUN
16021 	atomambuz 	NOUN
16022 	joudobuz 	NOUN
16023 	arbuz 	NOUN
16024 	kärbuz 	NOUN
16025 	gurbuz 	NOUN
16026 	übuz 	NOUN
16027 	kaičuz 	NOUN
16028 	ičekaičuz 	NOUN (singularia tantum)
16029 	mašinkaičuz 	NOUN
16030 	homaičuz 	NOUN
16031 	allehomaičuz 	NOUN
16032 	jäl’ghomaičuz 	NOUN
16033 	babičuz 	NOUN (singularia tantum)
16034 	kabičuz 	NOUN (singularia tantum)
16035 	rambičuz 	NOUN (singularia tantum)
16036 	žalleičuz 	NOUN (singularia tantum)
16037 	pakičuz 	NOUN
16038 	abunpakičuz 	NOUN
16039 	tahtpakičuz 	NOUN
16040 	läikičuz 	NOUN (singularia tantum)
16041 	mokičuz 	NOUN
16042 	tuskičuz 	NOUN
16043 	surmičuz 	NOUN
16044 	ičevaumičuz 	NOUN (singularia tantum)
16045 	paremboičuz 	NOUN
16046 	näradoičuz 	NOUN
16047 	besedoičuz 	NOUN (singularia tantum)
16048 	abidoičuz 	NOUN
16049 	erigoičuz 	NOUN
16050 	mugoičuz 	NOUN (singularia tantum)
16051 	zakonanmugoičuz 	NOUN
16052 	varjoičuz 	NOUN (singularia tantum)
16053 	kodikoičuz 	NOUN (singularia tantum)
16054 	kabaloičuz 	NOUN
16055 	huriloičuz 	NOUN (singularia tantum)
16056 	himoičuz 	NOUN (singularia tantum)
16057 	vastkaroičuz 	NOUN
16058 	märičuz 	NOUN
16059 	pauk||märičuz 	NOUN (singularia tantum)
16060 	eričuz 	NOUN
16061 	keričuz 	NOUN
16062 	kozičuz 	NOUN (singularia tantum)
16063 	kel’düz 	NOUN
16064 	mel’düz 	NOUN (singularia tantum)
16065 	kül’düz 	NOUN (singularia tantum)
16066 	tabaduz 	NOUN
16067 	oksenduz||tabaduz 	NOUN
16068 	sebaduz 	NOUN
16069 	jagaduz 	NOUN
16070 	magaduz 	NOUN (singularia tantum)
16071 	muhaduz 	NOUN (singularia tantum)
16072 	kajaduz 	NOUN
16073 	rajaduz 	NOUN
16074 	klejaduz 	NOUN (singularia tantum)
16075 	sijaduz 	NOUN (singularia tantum)
16076 	rahan||sijaduz 	NOUN
16077 	kojaduz 	NOUN
16078 	jäl’gkojaduz 	NOUN (singularia tantum)
16079 	käduz 	NOUN
16080 	meladuz 	NOUN (singularia tantum)
16081 	kalansoladuz 	NOUN (singularia tantum)
16082 	kapustansoladuz 	NOUN (singularia tantum)
16083 	suladuz 	NOUN
16084 	mäduz 	NOUN
16085 	suks’mäduz 	NOUN
16086 	kormaduz 	NOUN (singularia tantum)
16087 	keraduz 	NOUN
16088 	medenkeraduz 	NOUN (singularia tantum)
16089 	peraduz 	NOUN (singularia tantum)
16090 	uraduz 	NOUN
16091 	čuraduz 	NOUN (singularia tantum)
16092 	kuivaduz 	NOUN (singularia tantum)
16093 	kuvaduz 	NOUN (singularia tantum)
16094 	rentgenkuvaduz 	NOUN
16095 	razvaduz 	NOUN
16096 	ližaduz 	NOUN
16097 	arvonližaduz 	NOUN
16098 	eduz 	NOUN
16099 	tugeduz 	NOUN
16100 	än’tugeduz 	NOUN
16101 	laheduz 	NOUN (singularia tantum)
16102 	kajeduz 	NOUN (singularia tantum)
16103 	tüveduz 	NOUN
16104 	bul’aiduz 	NOUN (singularia tantum)
16105 	häbäiduz 	NOUN (singularia tantum)
16106 	šläbäiduz 	NOUN
16107 	räbäiduz 	NOUN (singularia tantum)
16108 	šabaiduz 	NOUN
16109 	lebaiduz 	NOUN (singularia tantum)
16110 	čibaiduz 	NOUN (singularia tantum)
16111 	ribaiduz 	NOUN (singularia tantum)
16112 	umbaiduz 	NOUN
16113 	kobaiduz 	NOUN
16114 	himonkobaiduz 	NOUN (singularia tantum)
16115 	robaiduz 	NOUN
16116 	šobaiduz 	NOUN
16117 	kubaiduz 	NOUN (singularia tantum)
16118 	judaiduz 	NOUN (singularia tantum)
16119 	mudaiduz 	NOUN
16120 	hel’gaiduz 	NOUN (singularia tantum)
16121 	hül’gäiduz 	NOUN (singularia tantum)
16122 	čagaiduz 	NOUN (singularia tantum)
16123 	čaigaiduz 	NOUN (singularia tantum)
16124 	paigaiduz 	NOUN (singularia tantum)
16125 	brängaiduz 	NOUN (singularia tantum)
16126 	hengaiduz 	NOUN (singularia tantum)
16127 	argaiduz 	NOUN (singularia tantum)
16128 	kargaiduz 	NOUN
16129 	haugaiduz 	NOUN (singularia tantum)
16130 	kahaiduz 	NOUN (singularia tantum)
16131 	čihaiduz 	NOUN (singularia tantum)
16132 	buhaiduz 	NOUN (singularia tantum)
16133 	šuhaiduz 	NOUN
16134 	kaiduz 	NOUN
